LotArea,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,SalePrice
7800,1Story,5,6,1954,1954,0,1268,0,0,1,0,2,1,132000
9830,1Story,5,7,1959,2006,0,1287,1,0,1,0,3,1,162000
8121,2Story,6,5,2000,2000,0,1664,0,0,2,1,3,1,172400
17120,1.5Fin,4,4,1959,1959,0,1588,0,0,2,0,4,1,134432
7175,1Story,6,5,1984,1984,0,752,1,0,1,0,2,1,125000
10634,1Story,5,6,1953,1953,0,1319,1,0,1,0,3,1,123000
8200,2Story,7,5,2003,2004,0,1928,0,0,2,1,4,1,219500
10020,1Story,1,1,1922,1950,0,904,1,0,0,1,1,1,61000
8846,SFoyer,5,5,1996,1996,0,914,0,0,1,0,2,1,148000
11143,2Story,8,5,2004,2005,0,2466,0,0,3,0,4,1,340000
11394,1Story,9,2,2010,2010,0,1856,1,0,1,1,1,1,394432
8123,2Story,6,5,2000,2000,0,1800,0,0,2,1,3,1,179000
5000,1.5Fin,5,6,1924,1950,0,1691,0,0,2,0,3,1,127000
7200,1Story,7,5,2006,2006,0,1301,1,0,2,0,2,1,187750
9245,2Story,7,5,2006,2006,0,1797,0,0,2,1,3,1,213500
9000,1.5Unf,6,3,1928,1950,0,784,0,0,1,0,2,1,76000
53107,2Story,6,5,1992,1992,0,1953,1,0,2,1,3,1,240000
3182,1Story,8,5,2004,2005,0,1269,0,0,2,0,2,1,192000
8410,1.5Fin,5,3,1910,1996,0,1184,0,0,1,0,5,1,81000
7200,SLvl,6,6,1976,1976,0,1125,1,0,1,0,3,1,125000
9382,1Story,7,5,1999,2000,0,1479,0,0,2,0,3,1,191000
12474,2Story,10,5,2007,2008,0,2332,1,0,2,1,3,1,426000
8405,1.5Fin,5,8,1900,1950,0,1367,1,0,1,0,4,1,119000
12209,2Story,6,5,2001,2002,0,1961,1,0,2,1,3,1,215000
8339,1Story,5,7,1959,1959,0,882,0,0,1,0,3,1,106500
7446,1Story,4,5,1941,1950,0,788,0,0,1,0,2,1,100000
10134,1.5Fin,5,6,1940,1950,0,1034,0,0,1,0,2,1,109000
9571,1Story,5,6,1956,1956,0,1144,1,0,1,0,3,1,129000
7200,1Story,5,5,1972,1972,0,894,0,0,1,0,2,1,123000
7590,2Story,5,5,1962,1962,0,1812,0,0,2,0,4,1,169500
8967,1Story,5,2,1920,1950,0,1077,0,0,1,0,2,1,67000
8125,2Story,7,5,2006,2007,0,1550,1,0,2,0,2,1,241000
14963,1Story,8,5,1996,1996,0,1288,1,0,1,1,1,1,245500
8767,1Story,7,5,2005,2005,0,1310,0,0,2,0,3,1,164990
10200,1Story,5,8,1940,1997,0,672,0,0,1,0,2,1,108000
12090,2Story,8,5,1998,1998,0,2263,0,0,2,1,4,1,258000
10364,2Story,6,5,1995,1996,0,1572,0,0,2,1,3,1,168000
9991,1Story,4,4,1976,1993,0,1620,1,0,2,0,3,1,150000
10480,1.5Fin,6,5,1936,1950,473,1639,0,0,1,0,3,1,115000
15576,2Story,6,7,1915,1976,0,1680,0,0,2,0,4,1,177000
14154,2Story,7,5,2006,2006,0,2172,0,0,2,1,3,1,280000
10800,2Story,8,5,2007,2008,0,2078,1,0,2,1,3,1,339750
9571,1Story,5,3,1958,1958,0,1276,0,0,1,0,3,1,60000
34650,1Story,5,5,1955,1955,0,1056,1,0,1,0,3,1,145000
4403,1Story,7,5,2009,2009,0,1478,1,0,2,1,2,1,222000
8960,1Story,5,6,1927,1950,0,1028,0,0,1,0,2,1,115000
11228,2Story,7,5,1993,1993,0,2097,0,1,2,1,3,1,228000
8899,1Story,7,5,2007,2007,0,1340,0,0,2,0,3,1,181134
7844,2Story,6,7,1978,1978,0,1400,0,0,1,1,3,1,149500
22420,2Story,6,6,1918,1950,0,2624,1,0,2,1,4,1,239000
8160,1.5Fin,5,6,1940,1950,0,1134,1,0,1,1,3,1,126000
8450,1Story,5,6,1968,1968,0,1056,1,0,1,0,3,1,142000
7060,SFoyer,7,5,1997,1998,0,1344,2,0,2,0,2,2,206300
16635,1Story,6,7,1977,2000,0,1602,0,1,2,0,3,1,215000
21750,1Story,5,5,1954,1954,0,988,0,0,1,0,2,1,113000
9200,2Story,8,5,1998,1998,0,2630,1,0,2,1,4,1,315000
9000,1Story,6,5,1956,1956,0,1196,1,0,1,0,2,1,139000
3378,2Story,7,8,1946,1992,0,1389,0,0,1,1,3,1,135000
12800,SLvl,7,5,1989,1989,0,1644,1,1,2,0,2,1,275000
8593,1Story,4,6,1957,1957,0,907,0,0,1,0,3,1,109008
6762,1Story,7,5,2007,2007,0,1208,1,0,2,0,2,1,195400
11457,1Story,6,5,1988,1988,0,1412,1,0,2,0,3,1,175000
1680,2Story,6,5,1971,1971,0,987,0,0,1,1,2,1,85400
5586,1.5Fin,6,7,1920,1998,0,1198,0,0,1,0,4,1,79900
1920,2Story,5,5,1971,1971,0,1365,1,0,1,1,2,1,122500
10839,2Story,6,5,1997,1998,0,1604,0,0,2,1,3,1,181000
1890,SFoyer,4,7,1972,1972,0,630,1,0,1,0,1,1,81000
10667,2Story,7,6,1996,1996,0,1661,1,0,2,1,3,1,212000
4400,1.5Fin,6,8,1920,1950,0,1118,0,0,1,0,2,1,116000
6000,1.5Unf,6,7,1926,2004,0,904,0,0,1,0,2,1,119000
4280,1Story,5,6,1913,2002,0,694,0,0,1,0,2,1,90350
12354,1.5Fin,6,8,1920,2000,0,1196,0,0,1,0,3,1,110000
15431,1Story,10,5,2008,2008,0,2402,1,0,2,0,2,1,555000
12108,1Story,4,4,1955,1955,0,1440,0,0,2,0,4,2,118000
6240,1.5Fin,5,7,1930,1992,0,1573,0,0,2,0,3,1,162900
3922,1Story,7,5,2006,2007,0,1258,0,0,2,0,2,1,172500
8750,2Story,7,5,1994,1995,0,1908,1,0,2,1,4,1,210000
9855,1Story,6,5,1956,1956,0,1689,0,0,1,0,3,1,127500
16492,1Story,6,6,1966,2002,0,1888,0,0,2,1,2,1,190000
11214,2Story,7,5,1998,1999,0,1886,0,0,2,1,4,1,199900
8600,1.5Fin,6,6,1937,1950,0,1376,0,0,2,0,3,1,119500
6000,1.5Fin,3,7,1948,2002,0,1183,0,0,1,1,2,1,120000
5684,1Story,6,8,1930,2005,0,813,0,0,1,0,2,1,110000
70761,1Story,7,5,1975,1975,0,1533,1,0,2,0,2,1,280000
9303,2Story,6,5,1996,1997,0,1756,1,0,2,1,3,1,204000
9000,2Story,8,5,2008,2008,0,1590,0,0,2,1,3,1,210000
9297,1Story,5,5,1976,1976,0,1728,2,0,2,0,4,2,188000
9600,1Story,7,6,1973,1973,0,1242,0,0,1,1,3,1,175500
4571,2Story,5,5,1916,1950,0,1344,0,0,1,0,4,1,98000
53227,1Story,4,6,1954,1994,0,1663,1,0,1,0,2,1,256000
5100,2Story,8,7,1925,1996,0,1666,0,0,1,0,3,1,161000
7015,1.5Fin,5,4,1950,1950,0,1203,1,0,1,0,3,1,110000
8004,2Story,8,5,2009,2009,0,1935,1,0,2,1,3,1,263435
7200,2Story,7,9,1936,2007,0,1135,1,0,1,0,3,1,155000
8281,1Story,5,5,1965,1965,0,864,0,0,1,0,3,1,62383
11988,2Story,6,7,1934,1995,0,1660,0,0,1,1,3,1,188700
8430,1Story,5,5,1978,1978,0,1040,0,0,2,0,3,1,124000
3072,1Story,7,5,2004,2004,0,1414,0,0,2,0,2,1,178740
10628,1Story,7,5,1970,1970,0,1277,1,0,1,0,2,1,167000
9480,2Story,5,7,1942,1995,0,1644,0,0,1,1,3,1,146500
11428,1Story,8,5,2006,2006,0,1634,0,0,2,0,3,1,250000
9291,2Story,6,5,1993,1993,0,1710,0,0,2,1,3,1,187000
6820,1Story,8,5,1985,1985,0,1502,1,0,1,1,1,1,212000
11952,2Story,7,6,1977,1977,0,1969,0,0,2,1,3,1,190000
3675,SLvl,6,5,2005,2005,0,1072,1,0,1,0,2,1,148000
14977,1Story,8,5,2006,2007,0,1976,1,0,2,0,2,1,440000
5330,1Story,8,5,2000,2000,0,1652,1,0,2,0,2,1,251000
8480,1Story,5,6,1963,1963,0,970,1,0,1,0,2,1,132500
13125,1Story,6,5,1997,1998,0,1493,1,0,2,0,3,1,208900
13693,2Story,9,5,2006,2006,0,2643,0,0,2,1,3,1,380000
10637,1Story,8,5,2007,2008,0,1718,1,0,2,0,3,1,297000
5925,1Story,4,7,1937,2000,0,1131,0,0,1,0,2,1,89471
16033,1Story,9,5,2004,2005,0,1850,1,0,2,0,3,1,326000
11846,1Story,9,5,2003,2004,0,1792,1,0,2,0,2,1,374000
2500,2Story,7,8,1915,2005,0,1826,1,0,1,1,4,1,155000
4500,1Story,6,5,1998,1998,0,1216,1,0,2,0,2,1,164000
7758,1Story,5,7,1962,2001,0,999,1,0,1,0,3,1,132500
9600,1Story,5,7,1950,2007,0,1113,0,0,1,0,3,1,147000
10289,1Story,5,7,1965,1965,0,1073,1,0,1,1,3,1,156000
12243,1Story,5,6,1971,1971,0,1484,0,0,2,0,3,1,175000
10800,1.5Fin,5,4,1900,1970,0,2414,0,0,2,0,3,2,160000
1526,SFoyer,4,8,1970,2002,0,630,1,0,1,0,1,1,86000
2665,2Story,5,6,1976,1976,0,1304,0,0,1,1,3,1,115000
9490,1.5Fin,6,7,1941,1950,0,1578,1,0,1,0,3,1,133000
15578,2Story,6,5,2006,2006,0,1456,0,0,2,1,3,1,172785
7931,1Story,5,6,1960,1960,0,1269,0,0,1,1,3,1,155000
5784,1Story,5,8,1938,1996,0,886,0,0,1,0,2,1,91300
7879,1Story,4,5,1920,1950,0,720,0,0,1,0,2,1,34900
12692,1Story,8,5,1992,1993,0,3228,1,0,3,0,4,1,430000
9120,1.5Fin,7,6,1925,1950,0,1820,1,0,2,0,4,1,184000
7800,1Story,5,7,1967,2004,0,899,0,0,1,0,3,1,130000
7535,1Story,5,7,1958,1985,0,912,0,1,1,0,2,1,120000
1890,2Story,6,5,1973,1973,0,1218,0,0,1,1,3,1,113000
9803,2Story,7,5,2005,2005,0,1768,0,0,2,1,3,1,226700
9170,1Story,5,7,1965,1965,0,1214,1,0,1,0,2,1,140000
15602,1Story,7,8,1959,1997,0,1801,1,0,2,0,1,1,289000
2308,2Story,6,5,1974,1974,0,1322,0,1,2,1,3,1,147000
7596,2Story,5,5,1952,1952,0,1960,0,0,2,0,4,2,124500
9554,2Story,8,5,1993,1994,0,1911,0,0,2,1,3,1,215000
7862,1Story,6,5,2009,2009,0,1218,0,0,2,0,2,1,208300
9600,2Story,7,9,1928,2005,0,1378,0,0,2,0,3,1,161000
9600,1Story,5,6,1959,1959,0,1041,1,0,1,0,3,1,124500
14559,1Story,5,7,1951,2000,0,1363,1,0,1,0,2,1,164900
6792,1Story,7,5,2005,2006,0,1368,0,0,2,0,2,1,202665
9100,1Story,5,5,1958,1958,0,864,1,0,1,0,3,1,129900
9187,1Story,6,5,1983,1983,0,1080,0,0,1,1,3,1,134000
10594,1.5Unf,5,5,1926,1950,0,789,0,0,1,0,2,1,96500
12220,1Story,10,5,2009,2009,0,2020,1,0,2,1,3,1,402861
10448,SLvl,6,6,1972,1972,0,2119,0,0,2,1,3,1,158000
10208,2Story,7,5,1996,1997,0,2344,0,0,2,1,3,1,265000
9531,2Story,6,5,1998,1998,0,1796,1,0,2,1,3,1,211000
10918,2Story,7,9,1926,2004,0,2080,0,0,1,1,3,1,234000
10800,2Story,4,7,1900,2000,0,1294,0,0,2,0,3,2,106250
11988,1Story,6,6,1957,1957,0,1244,0,0,1,1,3,1,150000
5000,1.5Fin,6,7,1947,1950,0,1664,0,0,2,0,3,1,159000
40094,2Story,10,5,2007,2008,0,4676,1,0,3,1,3,1,184750
11787,2Story,7,5,1996,1997,0,2398,1,0,2,1,3,1,315750
7500,1Story,7,5,2005,2005,0,1266,0,0,2,0,3,1,176000
13300,1Story,5,7,1956,2000,0,928,0,0,1,0,2,1,132000
14948,2Story,9,5,2008,2008,0,2713,1,0,2,1,3,1,446261
9098,1Story,4,7,1920,2002,0,605,1,0,1,0,2,1,86000
32668,1Story,6,3,1957,1975,0,2515,1,0,3,0,4,2,200624
10200,SLvl,6,5,1988,1989,0,1509,1,0,2,0,3,1,175000
6155,2Story,6,8,1920,1999,0,1362,0,0,2,0,3,1,128000
7200,1Story,5,7,1955,2007,0,827,0,0,1,0,2,1,107500
5000,1Story,1,3,1946,1950,0,334,0,0,1,0,1,1,39300
9056,2Story,8,5,2004,2004,0,1414,0,0,2,1,3,1,178000
7000,2Story,5,7,1910,1991,0,1347,1,0,1,0,3,1,107500
8924,2Story,7,5,1998,1999,0,1724,0,0,2,1,3,1,188000
12735,1Story,4,5,1972,1972,0,864,0,0,1,0,3,1,111250
11553,1Story,5,5,1968,1968,0,1159,0,0,1,1,3,1,158000
11423,1Story,8,5,2001,2002,0,1601,1,0,2,0,3,1,272000
14601,1Story,9,5,2006,2006,0,1838,1,0,2,0,2,1,315000
11000,2Story,8,5,2000,2000,0,2285,0,0,2,1,4,1,248000
10140,1Story,7,5,1998,1999,0,1680,1,0,2,0,3,1,213250
4058,SFoyer,7,5,1998,1998,0,767,1,0,1,0,1,1,133000
17104,2Story,7,5,2006,2006,0,1496,1,0,2,1,3,1,179665
13837,1.5Fin,7,5,1988,1988,0,2183,0,0,2,1,4,1,229000
8737,1.5Fin,6,7,1923,1950,0,1635,0,0,1,1,3,1,210000
7244,SFoyer,5,7,1970,1970,0,768,1,0,1,0,2,1,129500
8235,1Story,5,7,1955,1995,0,825,1,0,1,0,2,1,125000
9375,2Story,7,5,2003,2004,0,2094,0,0,2,1,4,1,263000
4043,1Story,6,6,1977,1977,0,1069,0,0,2,0,2,1,140000
6000,1Story,5,6,1957,1957,0,928,0,0,1,0,3,1,112500
11146,1Story,8,5,2006,2006,0,1717,0,0,2,0,3,1,255500
8777,1Story,4,5,1949,2003,0,1126,0,0,2,0,2,1,108000
10625,2Story,7,5,2003,2004,0,2046,1,0,2,1,3,1,284000
6380,1.5Unf,5,6,1922,1950,0,1048,0,0,1,0,2,1,113000
14850,1Story,5,5,1957,1957,0,1092,1,0,1,0,2,1,141000
11040,1.5Fin,4,6,1920,1950,0,1336,0,0,1,1,3,1,108000
21872,2Story,7,5,1996,1997,0,1446,0,1,2,1,3,1,175000
3196,1Story,7,5,2003,2004,0,1557,0,0,2,0,2,1,234000
11341,1Story,5,6,1957,1996,0,1392,1,0,1,1,3,1,121500
10010,1Story,5,5,1974,1975,0,1389,1,0,1,0,2,1,170000
13907,1Story,5,6,1940,1969,0,996,1,0,1,0,3,1,108000
21780,1.5Fin,6,7,1918,1950,0,1674,0,0,2,0,4,1,185000
13346,2Story,7,5,1992,2000,0,2295,1,0,2,1,4,1,268000
6858,2Story,6,4,1915,1950,0,1647,1,0,1,1,4,1,128000
11198,2Story,9,5,2005,2007,0,2504,0,0,2,1,4,1,325000
10171,1Story,7,5,2004,2004,0,1535,0,0,2,0,3,1,214000
12327,1.5Fin,8,8,1983,2009,0,2132,1,0,1,1,1,1,316600
7032,SFoyer,5,5,1979,1979,0,943,1,0,1,0,2,1,135960
13101,1Story,5,5,1965,1965,0,1728,0,0,2,0,6,2,142600
7332,1Story,6,6,1959,1959,0,864,1,0,1,0,2,1,120000
13159,2Story,7,5,2009,2009,0,1692,0,0,2,1,3,1,224500
9967,SLvl,7,5,2000,2000,0,1430,0,0,2,1,3,1,170000
10500,SLvl,5,7,1971,2005,0,1109,0,1,1,0,3,1,139000
8480,1.5Fin,5,5,1947,1950,0,1216,0,0,1,0,2,1,118500
6292,1.5Fin,7,7,1928,1950,0,1477,0,1,2,0,3,1,145000
11777,SLvl,5,6,1966,1966,0,1320,1,0,1,0,3,1,164500
3604,2Story,7,5,2007,2007,0,1392,0,0,2,0,2,1,146000
12150,1.5Fin,5,5,1954,1954,0,1795,0,0,2,0,4,1,131500
14585,1Story,6,6,1960,1987,0,1429,0,1,1,0,3,1,181900
12704,1Story,8,5,2008,2009,0,2042,0,0,2,1,3,1,253293
11841,SFoyer,6,5,1990,1990,0,816,1,0,1,0,3,1,118500
13500,2.5Unf,10,9,1893,2000,0,2775,0,0,3,1,3,1,325000
6120,1.5Fin,4,7,1935,1995,0,1573,0,0,1,0,3,1,133000
11443,1Story,8,5,2005,2006,0,2028,1,0,2,0,2,1,369900
10267,1Story,6,7,1918,2000,0,838,1,0,1,0,2,1,130000
8740,SFoyer,5,6,1982,1982,0,860,1,0,1,0,2,1,137000
25095,1Story,5,8,1968,2003,0,1473,2,0,1,0,1,1,143000
9100,1Story,5,6,1930,1960,156,935,0,0,1,0,2,1,79500
8320,2Story,7,5,2004,2004,0,1582,0,0,2,1,3,1,185900
13478,2Story,10,5,2008,2008,0,2296,1,0,2,1,3,1,451950
6600,1Story,5,8,1982,2003,0,816,1,0,1,0,2,1,138000
4435,1Story,6,5,2003,2003,0,848,1,0,1,0,1,1,140000
7990,1Story,5,6,1975,1975,0,924,0,0,1,0,3,1,110000
11302,1Story,8,5,2005,2006,0,1826,1,0,2,0,3,1,319000
3600,2Story,6,7,1910,1993,0,1368,0,0,1,0,3,1,114504
3922,1Story,7,5,2006,2007,0,1402,0,2,0,2,2,1,194201
12984,1Story,5,6,1977,1977,0,1647,1,0,2,0,3,1,217500
1950,2Story,6,6,1980,1980,0,1556,1,0,2,1,3,1,151000
10927,2Story,8,5,2005,2005,0,1904,1,0,2,1,3,1,275000
9000,1.5Fin,6,6,1937,1950,0,1375,0,0,1,1,3,1,141000
10041,2Story,8,5,1992,1992,0,1915,1,0,2,1,3,1,220000
3182,2Story,7,5,2004,2005,0,1200,0,0,2,1,2,1,151000
12803,1Story,7,5,2002,2002,0,1494,1,0,2,0,3,1,221000
13600,2Story,7,6,1965,1990,0,1986,0,0,2,1,3,1,205000
12464,1Story,5,5,1996,1996,0,1040,1,0,1,0,3,1,152000
7800,2Story,5,8,1948,2002,0,2008,1,0,3,0,3,1,225000
12168,2Story,8,6,1934,1998,0,3194,0,0,2,1,4,1,359100
7943,1Story,4,5,1961,1961,0,1029,1,0,1,0,3,1,118500
11050,2Story,9,5,2000,2000,0,2153,1,0,2,1,3,1,313000
10395,SLvl,6,6,1978,1978,0,1032,0,1,2,0,3,1,148000
11885,2Story,8,5,2001,2001,0,1872,1,0,2,1,3,1,261500
8402,1Story,5,5,2007,2007,0,1120,0,0,1,0,3,1,147000
1491,SFoyer,4,6,1972,1972,0,630,1,0,1,0,1,1,75500
8800,SFoyer,6,7,1963,1963,0,1054,1,0,1,0,3,1,137500
7861,2Story,6,5,2002,2003,0,1509,1,0,2,1,3,1,183200
7227,1.5Unf,6,6,1954,1954,0,832,0,0,1,0,2,1,105500
11694,1Story,9,5,2007,2007,0,1828,0,0,2,0,3,1,314813
12244,2Story,8,5,2003,2003,0,2262,1,0,2,1,4,1,305000
8248,1Story,3,3,1914,1950,0,864,1,0,1,0,2,1,67000
10800,2Story,6,7,1974,1997,0,2614,0,0,2,1,4,1,240000
7064,1Story,5,6,1977,1977,0,980,0,0,1,0,3,1,135000
2117,2Story,6,5,2000,2000,0,1512,0,0,2,1,2,1,168500
10400,2Story,6,5,1972,1972,0,1790,1,0,1,2,4,1,165150
10000,1Story,6,6,1962,1962,0,1116,0,0,1,1,3,1,160000
12342,1Story,5,5,1960,1978,0,1422,0,0,1,0,3,1,139900
9600,SLvl,6,6,1955,1972,0,1520,1,0,1,0,3,1,153000
11606,2Story,5,5,1969,1969,0,2080,0,1,1,2,5,1,135000
9020,SLvl,6,5,1964,1964,0,1350,1,0,1,1,3,1,168500
9000,2Story,5,6,1880,1991,0,1750,0,0,1,0,3,1,124000
4590,1Story,8,5,2006,2006,0,1554,0,0,2,0,2,1,209500
11900,1Story,7,5,1977,1977,0,1411,0,0,2,0,3,1,82500
9250,1Story,5,7,1954,2005,0,1056,0,1,1,0,3,1,139400
6979,SFoyer,6,5,1980,1980,0,1056,2,0,0,0,0,2,144000
10896,2.5Fin,6,7,1914,1995,515,3395,0,0,2,0,8,2,200000
6120,1Story,2,3,1936,1950,0,800,0,0,1,0,1,1,60000
6000,1.5Fin,5,4,1954,1954,0,1387,0,0,2,0,3,2,93000
8777,1Story,5,7,1910,1950,0,796,0,0,1,0,2,1,85000
3982,1Story,8,5,2006,2006,0,1567,1,0,2,0,1,1,264561
12677,1Story,8,5,2003,2004,0,1518,0,0,1,1,1,1,274000
7050,2Story,7,5,2001,2001,0,1929,1,0,2,1,3,1,226000
13860,SLvl,8,7,1972,1995,0,2704,1,0,2,1,4,1,345000
10793,2Story,5,5,1969,1969,0,1620,0,0,2,1,4,1,152000
9187,1Story,9,5,2009,2009,0,1766,1,0,2,1,2,1,370878
10530,1Story,6,5,1971,1971,0,981,1,0,1,1,3,1,143250
7200,1Story,5,5,1950,1950,0,1048,0,0,1,0,3,1,98300
10452,1Story,6,5,1953,1953,0,1094,0,0,1,0,3,1,155000
7700,2Story,6,5,1966,1966,0,1839,0,0,1,1,4,1,155000
1936,SFoyer,4,6,1970,1970,0,630,1,0,1,0,1,1,84500
8125,2Story,7,6,2007,2007,0,1665,0,0,2,1,3,1,205950
9084,2Story,4,5,1940,1950,0,1510,1,0,1,0,4,1,108000
8750,2Story,7,5,1996,1996,0,1716,0,0,2,1,2,1,191000
10320,1.5Fin,6,7,1906,1995,0,1469,0,0,1,0,3,1,135000
10437,1Story,8,6,1995,1995,0,2113,1,0,2,1,2,1,350000
1680,2Story,6,5,1971,1971,0,1092,0,0,1,1,3,1,88000
10007,1Story,5,7,1959,2006,0,1053,1,0,1,1,3,1,145500
7200,2Story,7,6,1931,2000,0,1502,0,0,1,1,3,1,149000
17503,1.5Fin,6,5,1948,1950,0,1458,0,1,1,0,3,1,97500
9937,1Story,5,7,1964,1999,0,1486,1,0,1,0,3,1,167000
12384,2Story,7,7,1976,1976,0,1935,0,0,2,1,3,1,197900
46589,2Story,8,7,1994,2005,0,2448,1,0,2,1,4,1,402000
13560,1Story,6,3,1968,1968,0,1392,1,0,1,0,2,1,110000
10012,SFoyer,4,5,1972,1972,0,1181,1,0,2,0,3,1,137500
20896,1Story,8,5,2005,2006,0,2097,1,0,1,1,1,1,423000
11194,2Story,8,5,2000,2000,0,1936,0,0,2,1,3,1,230500
18450,2Story,6,5,1965,1979,0,2380,0,0,2,1,3,1,129000
8125,1Story,6,5,1994,1998,0,1679,1,0,2,0,3,1,193500
14175,1Story,5,6,1956,1987,0,1437,1,0,1,1,3,1,168000
11600,1Story,4,5,1922,1950,0,1180,0,0,1,0,2,1,137500
8633,2Story,6,5,2005,2005,0,1476,1,0,2,1,3,1,173500
6629,2Story,6,6,1925,1950,0,1369,1,0,2,0,3,1,103600
11250,1Story,6,6,1977,1977,0,1208,1,0,1,1,3,1,165000
14442,1Story,6,7,1957,2004,0,1839,1,0,2,0,3,1,257500
9200,1Story,6,6,1965,1965,0,1136,1,0,1,0,3,1,140000
2289,2Story,6,6,1978,1978,0,1441,0,0,2,1,3,1,148500
9600,2Story,4,2,1900,1950,0,1774,1,0,2,0,4,2,87000
9022,1Story,5,8,1924,2006,0,792,0,0,1,0,2,1,109500
11844,1Story,8,5,2008,2008,0,2046,0,0,2,1,3,1,372500
9945,1Story,5,5,1961,1961,0,988,1,0,1,0,3,1,128500
8012,1Story,6,5,1980,1980,0,923,0,0,2,0,2,1,143000
4500,1.5Fin,5,5,1932,2000,0,1520,0,0,1,0,3,1,159434
2887,1Story,6,5,1996,1997,0,1291,1,0,1,0,2,1,173000
11248,1Story,9,5,2002,2002,0,1668,1,0,2,0,3,1,285000
16770,2Story,7,5,1998,1998,0,1839,0,0,2,1,4,1,221000
5062,2Story,7,5,1984,1984,0,2090,1,0,2,0,3,1,207500
10207,2Story,7,6,2007,2007,0,1761,0,0,3,0,3,1,227875
5105,2Story,7,5,2004,2004,0,1102,0,0,2,1,2,1,148800
8089,1Story,8,6,2007,2007,0,1419,1,0,2,0,2,1,392000
7577,1Story,6,5,2005,2006,0,1362,0,0,2,0,2,1,194700
4426,1Story,6,5,2004,2004,0,848,1,0,1,0,1,1,141000
21535,2Story,10,6,1994,1995,0,4316,0,1,3,1,4,1,755000
26178,2Story,7,5,1989,1990,0,2519,1,0,2,1,4,1,335000
5400,1Story,5,6,1921,1968,0,1073,0,0,1,0,2,1,108480
6120,1.5Fin,5,6,1936,1950,0,1539,0,0,1,1,3,1,141500
13811,1Story,6,6,1987,1987,0,1137,1,0,2,0,2,1,176000
6000,1Story,5,7,1921,1950,0,616,0,0,1,0,2,1,89000
6420,1Story,5,7,1952,1952,0,1148,0,1,1,0,2,1,123500
8450,1Story,5,8,1965,2009,0,894,1,0,1,0,3,1,138500
4282,1Story,7,5,2004,2004,0,1391,0,0,2,0,2,1,196000
14331,1Story,8,5,2002,2002,0,1800,1,0,2,0,3,1,312500
9600,1Story,7,5,1969,1969,0,1164,0,0,1,1,3,1,140000
12438,2Story,8,5,2006,2006,0,2576,0,0,2,1,4,1,361919
7630,2Story,5,9,1900,1996,0,1812,0,0,2,0,4,2,140000
8400,1Story,7,5,2004,2005,0,1484,1,0,2,0,3,1,213000
5600,2Story,4,5,1930,1950,0,1092,0,0,2,0,3,2,55000
115149,1Story,7,5,1971,2002,0,1824,1,0,2,0,2,1,302000
6240,1Story,8,5,2006,2006,0,1324,1,0,2,0,2,1,254000
9018,2Story,7,5,2007,2007,0,1456,0,0,2,1,3,1,179540
7162,1Story,5,7,1966,1966,0,904,0,0,1,0,3,1,109900
4130,1Story,3,6,1935,2003,0,729,0,0,1,0,2,1,52000
8712,1.5Fin,4,7,1900,1950,0,1178,0,0,1,0,2,1,102776
4671,1Story,8,5,1988,1989,0,1228,1,0,2,0,2,1,189000
9873,1Story,4,5,1970,1970,0,960,1,0,1,0,3,1,129000
13517,2Story,6,8,1976,2005,0,1479,0,0,2,1,3,1,130500
10140,1Story,6,5,1974,1974,0,1350,0,0,2,0,3,1,165000
10800,2Story,7,8,1890,1998,0,2554,0,0,1,1,3,1,159500
10000,1Story,5,6,1973,2000,0,1178,0,1,1,1,3,1,157000
10542,2Story,7,5,1993,1994,0,2418,1,0,2,1,3,1,341000
9920,1Story,5,6,1969,1969,0,971,0,0,1,1,3,1,128500
6563,1Story,8,5,1985,1985,0,1742,1,0,2,0,2,1,275000
4426,1Story,6,5,2004,2004,0,848,1,0,1,0,1,1,143000
8120,1Story,4,7,1970,1970,0,864,0,0,1,0,3,1,124500
8172,1.5Fin,4,6,1954,1972,0,1470,0,0,2,0,4,1,135000
13286,1Story,9,5,2007,2008,0,1698,1,0,2,0,3,1,320000
6960,1Story,4,6,1970,1970,0,864,0,0,1,0,3,1,120500
21695,1Story,6,9,1988,2007,0,1680,1,0,2,0,3,1,222000
7314,1Story,7,5,2007,2007,0,1232,1,0,2,0,2,1,194500
11475,1Story,5,5,1958,1958,0,1776,1,0,2,0,4,2,110000
6240,1.5Fin,4,5,1925,1950,360,1208,0,0,1,0,2,1,103000
5389,1Story,8,5,1995,1996,0,1616,1,0,2,0,2,1,236500
9590,SLvl,7,5,2003,2003,0,1146,1,0,2,0,3,1,187500
11404,2Story,7,5,1998,1999,0,2031,0,0,2,1,3,1,222500
10000,1Story,5,6,1961,1983,0,1144,1,0,1,0,3,1,131400
8978,1Story,5,5,1968,1968,0,948,0,0,1,0,3,1,108000
10800,2.5Unf,7,7,1914,1970,0,1768,0,0,1,1,2,1,163000
8544,1Story,3,4,1950,1950,0,1040,0,0,2,0,2,2,93500
10463,2Story,8,5,2005,2005,0,1801,0,0,2,1,3,1,239900
10800,1Story,5,5,1987,1988,0,1200,3,0,3,0,3,1,179000
9313,2Story,7,5,2004,2004,0,1728,0,0,2,1,3,1,190000
